World rank;Company;Country;Region;Industry-ICB3 sector name;R&D 2021 (EUR million);R&D one-year growth (%);Net sales (EUR million);Net sales one-year growth (%);R&D intensity (%);Capex (EUR million);Capex one-year growth (%);Capex intensity (%);Op.profits (EUR million);Op.profits one-year growth (%);Profitability (%);Employees;Employees one-year growth (%);Market cap (EUR million);Market cap one-year growth (%)
514;DONGFANG ELECTRIC;China;China;Industrial Engineering;348.5;40.3;6371.1;29.1;5.5;99.5;32.6;1.6;330.2;4.9;5.2;16969;-2.1;410.4;142.3
515;ARISTOCRAT LEISURE;Australia;RoW;Travel & Leisure;347.9;5.4;3034.5;14.4;11.5;111;-11.7;3.7;684.1;112.5;22.5;7000;16.7;18682.8;61
516;ALKERMES;Ireland;EU;Pharmaceuticals & Biotechnology;347.3;4.2;1036.3;13;33.5;24.7;-33.6;2.4;-25.9;-74;-2.5;2211;-1.5;4452.8;91.7
517;CROWDSTRIKE HOLDINGS;US;US;Software & Computer Services;346.2;73.9;1281.6;66;27;99;112.4;7.7;-120.4;53.6;-9.4;4965;46.3;51067.9;149.5
518;TBEA;China;China;Electronic & Electrical Equipment;345.6;26.4;8250.7;37.5;4.2;1523;49.2;18.5;1555.3;176.8;18.9;18619;10.5;12627.9;200.2
519;TOYOTA BOSHOKU;Japan;Japan;Automobiles & Parts;344.8;6.6;10988.8;11.7;3.1;264.4;-30.1;2.4;469.5;5.2;4.3;44264;0.2;3004.6;37.7
520;OMRON;Japan;Japan;Electronic & Electrical Equipment;342.3;2.5;5898;16.4;5.8;257.9;25.1;4.4;670.4;52.1;11.4;;;16550.1;33.6
521;PALANTIR TECHNOLOGIES;US;US;Software & Computer Services;342.1;-30.9;1361.4;41.1;25.1;11.1;3.2;0.8;-362.9;-65;-26.7;2920;19.7;43396.1;37.8
522;COVESTRO;Germany;EU;Chemicals;341;30.2;15903;48.5;2.1;764;8.5;4.8;2265;217.7;14.2;17909;8.5;10602.8;45.5
523;GENMAB;Denmark;EU;Pharmaceuticals & Biotechnology;339;21.7;1141.4;-16.1;29.7;33.9;-17.9;3;406.1;-52.2;35.6;1212;55.2;26351.6;27.2
524;BROTHER INDUSTRIES;Japan;Japan;Technology Hardware & Equipment;338.7;1.7;5496.1;12.5;6.2;205.7;28.8;3.7;665.9;89.5;12.1;41215;6.4;4577.3;28.7
525;ZOOM VIDEO COMMUNICATIONS;US;US;Software & Computer Services;338.3;108.8;3619.9;54.6;9.3;117.1;65.8;3.2;939.1;58.8;25.9;6787;53.5;61535.9;10.1
526;DANONE;France;EU;Food Producers;338;4.6;24281;2.8;1.4;970;0.8;4;2250;-19.7;9.3;98105;-3.7;42544.3;12.5
527;TCL ELECTRONICS;China;China;Technology Hardware & Equipment;338;57.4;8474.5;29.6;4;78;7.8;0.9;-37.1;-133;-0.4;31238;-8.5;1155.2;-19.4
528;INVENTEC;Taiwan;RoW;Technology Hardware & Equipment;337.8;9;16572.2;2.3;2;89.6;15.4;0.5;142.1;-4.3;0.9;;;2779.7;6.8
529;SHANGHAI TUNNEL ENGINEERING;China;China;Construction & Materials;337.7;14.4;8572.3;15.2;3.9;258.6;64.8;3;616.6;71.7;7.2;15765;4.7;2340.1;-10.2
530;VEEVA SYSTEMS;US;US;Software & Computer Services;337.3;29.8;1634.1;26.3;20.6;;;;446.3;33.8;27.3;5482;21.7;40643;20.2
531;SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS;China;China;Health Care Equipment & Services;337.1;25.5;3461.6;20.3;9.7;194.4;18.6;5.6;1258.9;20.7;36.4;14684;24.1;22690.7;-4.2
532;IBERDROLA;Spain;EU;Electricity;337;15;39114;18;0.9;6327;17.1;16.2;7343;24.1;18.8;38702;8.6;66812.1;-0.3
533;COMPASS;US;US;Software & Computer Services;336.4;152.7;5669.3;72.6;5.9;44.2;15.7;0.8;-395.4;70.3;-7;4775;76.7;5541.9;
534;GRIFOLS;Spain;EU;Pharmaceuticals & Biotechnology;334.2;12.7;4933.1;-7.6;6.8;247.4;-11.7;5;595.1;-40.3;12.1;23245;-1.8;8816.6;-8.9
535;SAGE;UK;Row;Software & Computer Services;333.3;11.5;2189.6;-3;15.2;46.3;62.5;2.1;293;-6.1;13.4;11785;-5.8;9277.8;-3.3
536;BAT;UK;Row;Tobacco;332.1;6.5;30464.3;-0.4;1.1;625.1;3.1;2.1;12119.8;2.8;39.8;52050;-5.9;74275.9;7.8
537;ALUMINUM CORPORATION OF CHINA;China;China;Industrial Metals & Mining;327.4;64.7;37386.5;45;0.9;282.7;-59.5;0.8;2275.4;167.7;6.1;60056;-4.7;1756;196.8
538;TRINA SOLAR;China;China;Electronic & Electrical Equipment;326.2;47.9;6003.5;49.5;5.4;899.8;37.2;15;332.5;18.5;5.5;17586;24.5;;
539;ELANCO ANIMAL HEALTH;US;US;Pharmaceuticals & Biotechnology;325.8;12.8;4207.1;45.6;7.7;111.2;-6.4;2.6;-37.1;-63;-0.9;9800;-3.9;13940.8;36.2
540;TEMENOS;Switzerland;RoW;Software & Computer Services;325;4.8;853.8;9;38.1;7.2;17.6;0.8;210.2;1.9;24.6;8661;10.6;10484.6;0.3
541;AUTOLIV;US;US;Automobiles & Parts;324.9;3.7;7266.5;10.5;4.5;404.4;33.3;5.6;596;76.7;8.2;60600;2.7;6826.5;13
542;YONYOU NETWORK TECHNOLOGY;China;China;Software & Computer Services;324.6;40.2;1175.7;4.7;27.6;142.7;74;12.1;93;-46;7.9;20998;16.1;15094.9;-20
543;SYNAPTICS;US;US;Technology Hardware & Equipment;324.3;17.2;1536;29.9;21.1;27.5;47.4;1.8;325.5;136.6;21.2;;;6510.4;152.5
544;DRAGERWERK;Germany;EU;Health Care Equipment & Services;323.6;13.7;3328.4;-2.3;9.7;101.2;-8;3;279.6;-32.4;8.4;15900;1.6;629.1;2.9
545;APPLOVIN;US;US;Software & Computer Services;323.5;102.8;2466.1;92.5;13.1;1.2;-57.1;0;132.5;627.2;5.4;1594;76.7;13957.1;
546;ZENDESK;US;US;Software & Computer Services;323.1;39.1;1181.9;30;27.3;13.4;-33.8;1.1;-147.2;6.9;-12.5;5860;41.9;13097.7;33.3
547;PERFECT WORLD;China;China;Media;322.4;31.1;1156.5;-17.8;27.9;58.1;-26.7;5;23.5;-89.7;2;6209;9.6;3398.7;-62.6
548;GRAB HOLDINGS;Singapore;RoW;Software & Computer Services;322.3;35.7;596;43.9;54.1;64.5;231.8;10.8;-1356.2;24.4;-227.6;8834;;474.6;
549;SINOPEC ENGINEERING;China;China;Oil Equipment, Services & Distribution;322.2;6.9;8005.4;10.3;4;90.2;60.1;1.1;228;-24.9;2.8;16973;-1.9;683.1;20.1
550;HORIZON PHARMA;Ireland;EU;Pharmaceuticals & Biotechnology;321.3;121.4;2848.7;46.6;11.3;67.6;-54.9;2.4;488.7;14.1;17.2;1890;35.5;21558.2;57.4
551;OBEDINENNAYA AVIASTROITELNAYA;Russia;RoW;Aerospace & Defence;321;-23.4;5564.1;8.4;5.8;589.6;197.5;10.6;249.2;-122.7;4.5;;;3872;37.4
552;NATIONAL AUSTRALIA BANK;Australia;RoW;Banks;320.3;-20.5;10687.3;-3.1;3;549.7;-11.7;5.1;5809.4;75.6;54.4;33275;-4.8;58501.8;54.8
553;DELIVERY HERO;Germany;EU;General Retailers;320.3;95.7;5855.6;136.9;5.5;267.1;57.8;4.6;-1036.4;18.9;-17.7;45445;53.8;30518.4;71.1
554;NCSOFT;South Korea;RoW;Software & Computer Services;319.1;12.4;1717.9;-4.4;18.6;215;343.7;12.5;279.2;-54.5;16.3;;;10781.4;-20
555;BIOHAVEN PHARMACEUTICAL HOLDING;US;US;Pharmaceuticals & Biotechnology;319;57.8;408.4;626.9;78.1;1.5;-56.7;0.4;-621.6;9.1;-152.2;928;12.5;7578.4;126.9
556;TOM TOM;Netherlands;EU;Electronic & Electrical Equipment;318.9;2.6;506.9;-4;62.9;13.3;110.8;2.6;-93.2;-67.6;-18.4;4424;-1.2;898.1;0.9
557;XINYU IRON & STEEL;China;China;Industrial Metals & Mining;318;46.6;13661.8;46;2.3;174.1;30.2;1.3;696.4;66.8;5.1;15670;-6.5;3884.7;104.4
558;COHERUS BIOSCIENCES;US;US;Pharmaceuticals & Biotechnology;317.8;152.1;288.3;-31.4;110.2;1.1;-82.2;0.4;-233;-268.8;-80.8;332;4.7;1079.1;-9.9
559;GENSCRIPT BIOTECH;China;China;Pharmaceuticals & Biotechnology;316.4;36.1;451.2;30.8;70.1;117.5;9.2;26;-309.1;78.3;-68.5;5260;14.3;8784.4;169.7
560;SMITH & NEPHEW;UK;Row;Health Care Equipment & Services;314.3;16;4601.8;14.3;6.8;360.2;-7.9;7.8;535.9;84.5;11.6;18976;2.1;14548.1;-7.9
561;KINGSOFT;China;China;Software & Computer Services;313.8;45.6;883.1;-13.7;35.5;40.2;-40.6;4.6;195;15.9;22.1;7054;15.6;4841.5;-24.9
562;FORTIVE;US;US;Electronic & Electrical Equipment;313.3;-15.4;4639.5;13.4;6.8;44.1;-33.9;1;731.7;48.5;15.8;18000;5.9;23374.8;8.9
563;SHANGHAI PHARMACEUTICALS;China;China;Pharmaceuticals & Biotechnology;312.3;31.1;29712;12.3;1.1;570.9;36.8;1.9;1086.4;2.1;3.7;47056;-2.2;2848.8;-13.5
564;RINGCENTRAL;US;US;Software & Computer Services;312.1;55.3;1408;34.7;22.2;25.6;-33.6;1.8;-266.5;166.5;-18.9;3919;24.8;18131.6;-9.6
565;NANJING IRON & STEEL;China;China;Industrial Metals & Mining;309.7;5.8;10424;42.8;3;358.6;-6.6;3.4;705.7;37.3;6.8;11993;4.9;2657.7;34.8
566;TOYOTA INDUSTRIES;Japan;Japan;Automobiles & Parts;309.4;4.6;20913;27.7;1.5;1835;6.8;8.8;1241.3;33.2;5.9;71784;7.2;23401.3;50.3
567;KERRY;Ireland;EU;Food Producers;308.6;3.1;7350.6;5.7;4.2;263.9;15.8;3.6;707.7;-1.3;9.6;25195;-3.2;21961;13
568;DIEHL;Germany;EU;General Industrials;307.7;-6.4;2978.8;-17.9;10.3;110.9;-3.3;3.7;-132.1;-208.8;-4.4;16866;-0.4;;
569;JFE;Japan;Japan;Industrial Metals & Mining;306.6;9.5;33745.7;35.3;0.9;2422.2;1.7;7.2;3131.8;12532.1;9.3;;;8478.8;122.3
570;MONDELEZ;US;US;Food Producers;306.4;4.5;25357.6;8;1.2;852;11.8;3.4;4248.6;13.9;16.8;79000;0;76604.7;4
571;PHILIPS LIGHTING;Netherlands;EU;Household Goods & Home Construction;303;-0.3;6860;5.5;4.4;84;25.4;1.2;501;21.6;7.3;36824;-2.9;6086.1;69.4
572;FERRING;Switzerland;RoW;Real Estate Investment & Services;302.8;-5.7;2162.1;13.6;14;95.6;65.3;4.4;357.8;51.7;16.5;;;;
573;HISENSE HOME APPLIANCES GROUP;China;China;Household Goods & Home Construction;297.9;40.3;8366.2;38.7;3.6;153.5;80.4;1.8;323.6;-19;3.9;48263;22.2;475.1;-12.2
574;POLARIS;US;US;Industrial Engineering;297.3;13.9;7238.4;16.7;4.1;263.4;39.5;3.6;571.7;390.9;7.9;16000;6.7;6406.7;17.1
575;HUBSPOT;US;US;Software & Computer Services;295.9;47.5;1148.4;47.3;25.8;25.4;-22.9;2.2;-47.9;7.9;-4.2;5895;39.5;28407;135.6
576;MITSUI CHEMICALS;Japan;Japan;Chemicals;294.7;12.8;12467.2;33.1;2.4;827.7;42.9;6.6;1172.9;101;9.4;18780;4;6012;52.5
577;BLUE PRINT MEDICINES;US;US;Pharmaceuticals & Biotechnology;294.4;6.8;159;-77.3;185.2;2.7;-2.2;1.7;-566.8;-308;-356.5;495;15.4;4823.6;27.7
578;DOOSAN;South Korea;RoW;General Industrials;293.4;-23.6;9824.9;15.5;3;470.7;-24.5;4.8;703.8;-4747.7;7.2;;;1100.4;92.7
579;INDRA SISTEMAS;Spain;EU;Software & Computer Services;292.8;10.4;3390.4;11.4;8.6;14.1;-26.5;0.4;255.8;-662.3;7.5;52083;8.6;1613.7;50
580;HANDSUN TECHNOLOGIES;China;China;Software & Computer Services;291.6;42.6;752.8;32.1;38.7;94.8;41.9;12.6;118.5;12.1;15.7;13310;36.7;10039.3;-37.7
581;II VI;US;US;General Industrials;291.5;-2.6;2742.3;30.5;10.6;129.2;6.9;4.7;359.8;382.9;13.1;23000;0.1;4073.1;93.3
582;SKYWORTH GROUP;China;China;Electronic & Electrical Equipment;290.6;12.4;7058.5;27;4.1;265.8;44.1;3.8;274.4;48.2;3.9;34000;-5.6;734.1;-21.3
583;WANHUA CHEMICAL GROUP;China;China;Chemicals;290.3;70.7;19961;101.1;1.5;3742.1;16.2;18.7;4243.6;138.3;21.3;19692;12;21055.1;45.6
584;CHINA INTERNATIONAL MARINE CONTAINERS;China;China;General Industrials;289;38.5;22144.6;74.7;1.3;926.3;101.4;4.2;2126;226.5;9.6;51746;1.3;3974.2;115.7
585;WILL SEMICONDUCTOR;China;China;Electronic & Electrical Equipment;288.5;26.2;3328.6;21.7;8.7;155.5;-1;4.7;696.3;65.8;20.9;4493;36.5;26354.3;48.5
586;NITTO DENKO;Japan;Japan;Chemicals;288.1;5.7;6597.8;12.1;4.4;455.8;2.1;6.9;1022.5;41;15.5;;;9678.7;22.5
587;NATIONAL INSTRUMENTS;US;US;Electronic & Electrical Equipment;287.8;17.3;1297.6;14.2;22.2;36.2;-17.5;2.8;128.3;46;9.9;7000;0;4910.2;17.9
588;ULTRAGENYX PHARMACEUTICAL;US;US;Pharmaceuticals & Biotechnology;287.5;15;310.3;29.7;92.7;64.5;66.5;20.8;-337;15.6;-108.6;1119;25.3;5767.2;26.7
589;BAE SYSTEMS;UK;Row;Aerospace & Defence;287;5.2;23154.2;1.3;1.2;434.1;-4.9;1.9;2836;25.5;12.2;82000;1.2;21685.6;9.4
590;MINEBEA;Japan;Japan;Industrial Engineering;286.5;15.3;8690.4;13.7;3.3;529.4;54.9;6.1;712.3;81.1;8.2;;;9353.5;54.1
591;KWS SAAT;Germany;EU;Food Producers;286.4;13.6;1310.2;2.2;21.9;68.6;-30.7;5.2;131;-4;10;4658;5.5;2369.4;15.6
592;PACCAR;US;US;Industrial Engineering;286.2;18.3;20768.4;25.6;1.4;1441.6;-0.3;6.9;2155.6;38.7;10.4;28500;9.6;25095.4;-4.3
593;SEKISUI CHEMICAL;Japan;Japan;Construction & Materials;286.1;5.4;8951.7;9.6;3.2;286;-33.2;3.2;288.9;-42.4;3.2;;;6867.3;9.9
594;ASCENDIS PHARMA;Denmark;EU;Pharmaceuticals & Biotechnology;285.8;12.7;7.8;11.9;3674;23.7;19.4;304.8;-451.8;36.6;-5808.6;639;55.9;7458.9;7.9
595;SUNWODA ELECTRONICS;China;China;General Industrials;283.8;27.4;5125;25.9;5.5;535;14.9;10.4;210.4;20.2;4.1;;;7950.9;72.6
596;HALLIBURTON;US;US;Oil Equipment, Services & Distribution;283.4;3.9;13504.3;5.9;2.1;705.5;9.8;5.2;1665.2;-206.5;12.3;40000;0;15709.1;25.2
597;RHEINMETALL;Germany;EU;Automobiles & Parts;282;-5.4;5658;-3.7;5;271;14.3;4.8;613;545.3;10.8;23945;2.9;3611.9;6
598;AMPHENOL;US;US;Electronic & Electrical Equipment;280.5;21.9;9602.9;26.5;2.9;318.2;30.2;3.3;1920.8;31.9;20;90000;12.5;40472.3;39.9
599;NICE;Israel;RoW;Software & Computer Services;279.9;22.5;1696.2;16.6;16.5;21.9;-60.9;1.3;233;9;13.7;7102;11.3;16769.6;22.6
600;ROHM;Japan;Japan;Technology Hardware & Equipment;279.3;14.6;3495.2;25.6;8;514.7;105.6;14.7;550.4;88.9;15.7;;;8456.3;55.7
601;HASBRO;US;US;Leisure Goods;278.7;21.6;5668.7;17.5;4.9;117.2;5.5;2.1;623.7;4;11;6640;-2.7;11950.9;25.1
602;SANGFOR TECHNOLOGIES;China;China;Software & Computer Services;277.5;38.4;934;24.9;29.7;48.5;53;5.2;2.5;-96.6;0.3;8897;17.8;10054.9;56.7
603;AMDOCS;UK;Row;Software & Computer Services;276.3;11;3786.5;2.9;7.3;185.8;2.4;4.9;734.5;39.9;19.4;27176;5;8917;22.4
604;SHANGHAI JUNSHI BIOSCIENCES;China;China;Pharmaceuticals & Biotechnology;275.6;11.9;557.8;152.4;49.4;107;37.8;19.2;-87;-62.7;-15.6;2805;97.4;1092.5;8.4
605;TORONTO DOMINION;Canada;RoW;Banks;275.2;22.6;27688.1;-2.9;1;474.2;-24.5;1.7;12297.8;37.3;44.4;41439;1.4;102477.4;27.2
606;SNCF;France;EU;Industrial Transportation;275;2.6;34752;15.9;0.8;8111;13.4;23.3;;;;270296;-0.4;;
607;ARCELORMITTAL;Luxembourg;EU;Industrial Metals & Mining;274.6;26.9;67606.4;43.7;0.4;;;;14988.5;704.5;22.2;158000;-6;29326.6;150.8
608;SKF;Sweden;EU;Industrial Engineering;273.2;10.4;7984.3;9.2;3.4;373.4;14.7;4.7;1048.8;53.5;13.1;42602;4;9127.3;27.9
609;SOLVAY;Belgium;EU;Chemicals;273;1.9;10105;11.2;2.7;561;23.6;5.6;1180;-488.2;11.7;21606;-8.7;11747;52.7
610;KION;Germany;EU;Industrial Engineering;273;16;10294.3;23.4;2.7;333.8;17.6;3.2;794.9;95.2;7.7;39602;9.4;11865.6;42.7
611;TERADATA;US;US;Software & Computer Services;272.8;-7.5;1692.6;4.4;16.1;24.7;-36.4;1.5;204;1343.8;12.1;7200;-4.5;5268.1;124.8
612;MONGODB;US;US;Software & Computer Services;272.7;50.5;771.5;48;35.3;7.1;-31.4;0.9;-255.5;38.3;-33.1;3544;39.6;22894.7;88.4
613;COLGATE-PALMOLIVE;US;US;Personal Goods;271.1;5.9;15381.4;5.8;1.8;500.6;38.3;3.3;2908.4;-14.7;18.9;33800;-1.2;58053.9;-3.2
614;SK INNOVATION;South Korea;RoW;Oil & Gas Producers;270.4;43.3;34854.8;35.6;0.8;2430.3;-16.3;7;1305.2;-172.5;3.7;;;17166;72.1
615;TSINGHUA TONGFANG;China;China;Technology Hardware & Equipment;269;4.1;3911.6;10;6.9;125.9;-1.9;3.2;30.1;-81.4;0.8;11590;-7.7;2378.5;-26.7
616;FMC;US;US;Chemicals;269;5.8;4454.5;8.7;6;88.4;49;2;959.2;2.1;21.5;6400;0;10639.3;-13
617;BEIERSDORF;Germany;EU;Personal Goods;268;8.9;7627;8.6;3.5;413;47.5;5.4;943;9.4;12.4;20567;1.3;25905.6;5.3
618;TEIJIN;Japan;Japan;Chemicals;266.6;5.4;7159.1;10.7;3.7;468.4;6.6;6.5;272.8;178.2;3.8;;;2422.5;-4.9
619;EXACT SCIENCES;US;US;Pharmaceuticals & Biotechnology;265.2;112.3;1560.2;18.5;17;171.1;-59.3;11;-680.2;116.9;-43.6;6500;30;15846.7;58.7
620;DRAFTKINGS;US;US;Travel & Leisure;265.1;53.1;1144.3;110.9;23.2;14.1;35.5;1.2;-1378.8;85.2;-120.5;3400;30.8;21298.3;
621;PTC;US;US;Software & Computer Services;264.8;16.9;1595.6;23.9;16.6;21.8;22.4;1.4;351.4;57.8;22;6709;7.5;13645.1;45.6
622;INFINERA;US;US;Technology Hardware & Equipment;264.8;12.9;1258.3;5.1;21;36.5;6.1;2.9;-70.8;-34.1;-5.6;3225;5.7;1559.9;29.3
623;TELEDYNE TECHNOLOGIES;US;US;Aerospace & Defence;264.3;52.7;4074.1;49.5;6.5;89.7;42.3;2.2;574.5;35.5;14.1;14500;35.9;19068.1;86.8
624;ANHEUSER-BUSCH INBEV;Belgium;EU;Beverages;263.1;0.7;47946.3;14.7;0.5;3001.1;-7.8;6.3;12149.9;18.3;25.3;169339;3.4;88031.7;6.5
625;CHINA NATIONAL SOFTWARE & SERVICE;China;China;Software & Computer Services;262.7;42.2;1421.8;39.9;18.5;29.1;144.9;2;23.4;-28.3;1.6;11892;15.2;3336.8;-50.7
626;CHONGQING SOKON INDUSTRY GROUP;China;China;Automobiles & Parts;262.6;6;2158.3;16.4;12.2;295.6;15.6;13.7;-386.7;79.6;-17.9;13526;2.2;10073.5;784.9
627;CLAAS;Germany;EU;Industrial Engineering;262.3;10.5;;;;118.9;-29.1;;;;;;;;
628;DEUTSCHE BAHN;Germany;EU;Travel & Leisure;262;2.3;47075;18;0.6;14182;6.8;30.1;-298;-93.7;-0.6;323605;0.3;;
629;FUJI ELECTRIC;Japan;Japan;Electronic & Electrical Equipment;261;0.6;7036.7;3.9;3.7;255.5;60.6;3.6;578.5;57.1;8.2;26757;-3;5499.6;43.7
630;NINGBO JOYSON ELECTRONIC;China;China;Automobiles & Parts;259.7;-34.7;6222.9;-4.3;4.2;388.8;-19.1;6.2;-416.8;-5678.5;-6.7;43110;-33.8;3807.4;-3.3
631;PHISON ELECTRONICS;Taiwan;RoW;Electronic & Electrical Equipment;259.2;20.4;1994.7;29;13;74.6;121.4;3.7;291.8;119.1;14.6;;;2683.2;54.2
632;NIKOLA;US;US;Automobiles & Parts;258.7;57.8;;;;158.3;703;;-612.3;81.2;;900;100;3667.5;-73.1
633;TONGWEI;China;China;Food Producers;258.7;102.6;8661.7;44.3;3;1936.9;154.7;22.4;1617.2;201.6;18.7;32224;26.1;38058.2;162.5
634;JIANGLING MOTORS;China;China;Automobiles & Parts;258.6;26.1;4651.6;5.9;5.6;162.1;-17.1;3.5;40.2;-48;0.9;12930;-3.7;304.4;54.1
635;MEIJI;Japan;Japan;Food Producers;258.5;6.5;7831.9;-15;3.3;682.8;40.1;8.7;702.9;-12;9;;;7979.2;-21
636;KBC;Belgium;EU;Banks;258;109.8;7571;5.3;3.4;603;-5.5;8;3418;85.1;45.1;40428;-1.1;29727;48.4
637;LOGITECH INTERNATIONAL;Switzerland;RoW;Technology Hardware & Equipment;257.7;29.1;4839.4;4.4;5.3;78.7;17;1.6;683.4;-32.6;14.1;8200;-8.9;15680.9;40.1
638;KOBE STEEL;Japan;Japan;Industrial Metals & Mining;257;7.2;16099.8;22.1;1.6;1209.4;-9.7;7.5;677.4;418.7;4.2;38106;-6;1971.8;72
639;EQUINOR;Norway;RoW;Oil & Gas Producers;256.9;14.6;80279;98.4;0.3;7098.7;-5.1;8.8;29721.9;-1083.4;37;21400;-1.4;60245.6;30.5
640;LINGYI ITECH (GUANGDONG);China;China;Construction & Materials;256.8;5.5;4136.7;7.7;6.2;758.3;93.7;18.3;243.4;-46.7;5.9;79892;4.1;6252.7;101.5
641;HISENSE VISUAL TECHNOLOGY;China;China;Leisure Goods;256.6;6.8;5951.8;21.9;4.3;42.2;-4.2;0.7;190.6;4.1;3.2;18385;-6.7;1982.2;-25.7
642;DAI NIPPON PRINTING;Japan;Japan;Media;256.2;1.6;10391.2;0.7;2.5;414.5;5.1;4;489.2;37.6;4.7;;;6415.7;13.6
643;LENS TECHNOLOGY;China;China;Electronic & Electrical Equipment;255.6;92.7;6100;22.4;4.2;948.5;15.6;15.5;400;-57.8;6.6;156880;40.2;16225;-22.4
644;MICROPORT SCIENTIFIC;China;China;Health Care Equipment & Services;255.4;66.7;687.5;20;37.2;195.8;114.2;28.5;-290.5;111.4;-42.3;8019;13.5;9921.9;37.8
645;MELROSE INDUSTRIES;UK;Row;Industrial Engineering;253.8;-21.6;9212.6;-12.9;2.8;260.9;-13;2.8;-533.8;32;-5.8;48658;-5.3;8699.4;48.3
646;TUSIMPLE;US;US;Software & Computer Services;253.5;117.5;5.5;239.7;4586.6;11.8;209.6;212.8;-363.2;136.3;-6570.1;1400;66.9;6838.9;
647;CHECK POINT SOFTWARE TECHNOLOGIES;Israel;RoW;Software & Computer Services;253.5;15.4;1913.1;4.9;13.2;14;-17.6;0.7;801.3;0.4;41.9;5805;9.2;15213.1;-6.2
648;FISKER;US;US;Automobiles & Parts;253.3;1262.6;0.1;;270622.5;118.7;19779.6;126780.5;-290.7;660;-310617.3;396;292.1;;
649;KOITO MANUFACTURING;Japan;Japan;Automobiles & Parts;252.6;-9.6;5880.9;7.7;4.3;223.7;-13.7;3.8;413.1;-3.5;7;;;8365.5;30.9
650;HENGTONG OPTIC-ELECTRIC;China;China;Technology Hardware & Equipment;252.3;24.9;5656.5;29.3;4.5;375;78.2;6.6;370.6;26.5;6.6;15431;0.9;3867.2;-10.4
651;LIUZHOU IRON & STEEL;China;China;Industrial Metals & Mining;251.9;19.6;12211.4;71.7;2.1;470.9;-73.5;3.9;502.4;83.6;4.1;16379;3.5;2596.5;49.2
652;NEUROCRINE BIOSCIENCES;US;US;Pharmaceuticals & Biotechnology;251.4;27.6;1000.8;8.4;25.1;20.7;114.7;2.1;183.5;-36.5;18.3;900;6.5;7947;-17.1
653;LORDSTOWN;US;US;Automobiles & Parts;250.8;285.4;;;;251.2;440.4;;-353.6;290.8;;632;97.5;1028.2;147.9
654;BEIQI FOTON MOTOR;China;China;Industrial Engineering;250.7;-7.6;6907.1;-5;3.6;279.1;14.3;4;-319.4;-700.3;-4.6;20815;-4.3;3718.1;56.3
655;SAGE THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;250;-3.3;5.6;-99.4;4489;0.3;7.8;5.9;-406.9;-173.9;-7306.7;471;58.1;2399.5;-0.3
656;XINJIANG GOLDWIND SCIENCE & TECHNOLOGY;China;China;Industrial Engineering;250;-9.6;6987.6;-10.2;3.6;1357.9;29.3;19.4;543.3;56.2;7.8;10781;19.8;6862.3;33.6
657;CLOVER BIOPHARMACEUTICALS;China;China;Pharmaceuticals & Biotechnology;249.9;777.1;2.2;-23;11187.6;8.2;-47.8;367.7;-308;683.2;-13793;814;;;
658;SHANDONG IRON AND STEEL;China;China;Industrial Metals & Mining;249.5;51.4;13416.1;27.9;1.9;337.3;12.9;2.5;623.7;60.4;4.6;21949;2.6;3595.7;71.7
659;HANSOH PHARMACEUTICAL GROUP;China;China;Pharmaceuticals & Biotechnology;249;51.8;1377;14.3;18.1;63.8;-67.8;4.6;420.8;7.2;30.6;12150;4.3;14249.3;-42.1
660;ATARA BIOTHERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;249;15.3;18;;1386.4;9.3;134.4;52;-300.6;;-1673.9;578;32.3;1121;26.8
661;BAIC BLUEPARK;China;China;Electronic & Electrical Equipment;248.8;15.7;702.8;69.6;35.4;313.5;110.8;44.6;-651.3;8.7;-92.7;3357;-37.2;3748;129.8
662;SHENZHEN GOODIX TECHNOLOGY;China;China;Electronic & Electrical Equipment;248.6;11.6;773;-14.4;32.2;82.9;-51.7;10.7;100.6;-46.3;13;2150;-3.4;6587.9;-41.3
663;SUN PHARMACEUTICAL INDUSTRIES;India;RoW;Pharmaceuticals & Biotechnology;248.2;8.8;4566.1;16;5.4;;;;1072;38.7;23.5;;;22641.9;53.2
664;THYSSENKRUPP;Germany;EU;Industrial Metals & Mining;248;-14.5;34015;-4;0.7;1404;11;4.1;393;-108.6;1.2;101275;-2.2;5894.1;55.4
665;ZHEJIANG CENTURY HUATONG;China;China;Automobiles & Parts;247.5;21.6;1900;-6.8;13;233.5;21.2;12.3;128.3;-74.1;6.8;7330;1.1;4217.9;-34.2
666;JOYY;China;China;Software & Computer Services;247;-15;2312.4;29.4;10.7;62.5;-55.7;2.7;-33.9;-91.1;-1.5;7449;-6.1;3469.6;-4.8
667;ZHUZHOU CRRC TIMES ELECTRIC;China;China;Electronic & Electrical Equipment;246.9;-2.7;2038.4;-6.2;12.1;135;-47.5;6.6;281.3;-27.8;13.8;7733;-5.7;2903.3;88.2
668;UIPATH;US;US;Software & Computer Services;246.9;151.5;787.8;46.8;31.3;7.8;354.6;1;-442.3;354.1;-56.1;4013;40.2;23792.2;
669;HUTCHMED;China;China;Pharmaceuticals & Biotechnology;246.6;70.3;314.4;56.2;78.4;14.8;-14.4;4.7;-289.9;66.9;-92.2;1759;37.4;5628.6;36.3
