World rank;Company;Country;Region;Industry-ICB3 sector name;R&D 2021 (EUR million);R&D one-year growth (%);Net sales (EUR million);Net sales one-year growth (%);R&D intensity (%);Capex (EUR million);Capex one-year growth (%);Capex intensity (%);Op.profits (EUR million);Op.profits one-year growth (%);Profitability (%);Employees;Employees one-year growth (%);Market cap (EUR million);Market cap one-year growth (%)
1777;CHINOOK THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;76.4;145.7;45.6;6142.4;167.7;1.7;135.6;3.6;-87.4;18;-191.8;138;31.4;536.4;
1778;ZEALAND PHARMA;Denmark;EU;Pharmaceuticals & Biotechnology;76.4;44.1;39.4;-17.2;194.1;3;-11.6;7.6;-141.6;32.8;-359.7;355;7.9;1134.4;-10.9
1779;QUTOUTIAO;China;China;Software & Computer Services;76.3;-41.5;601.5;-17.9;12.7;1.1;22.7;0.2;-165.4;15.6;-27.5;1110;-34.9;211.7;-44.8
1780;BENTELER INTERNATIONAL;Austria;EU;Automobiles & Parts;76.3;-10.3;7285;14.6;1;;;;;;;23319;-6.4;;
1781;MEIDENSHA;Japan;Japan;General Industrials;76.3;4.2;1971.7;10.3;3.9;68.9;-42.9;3.5;69.3;9.3;3.5;;;865.1;50.3
1782;LEXINFINTECH HOLDINGS;China;China;0;76.1;20.8;1577.3;-2.3;4.8;16.8;40.4;1.1;641;-16.4;40.6;3896;17.6;826.9;8.7
1783;NOURYON COOPERATIEF;Netherlands;EU;Real Estate Investment & Services;76;-12.6;4341.3;-14.7;1.8;;;;377.9;45.9;8.7;8600;-10.4;;
1784;SHENZHEN YUTO PACKAGING TECHNOLOGY;China;China;General Industrials;75.9;19.6;2009.7;26.4;3.8;256.7;8.3;12.8;196.6;-10.7;9.8;22116;1.8;1909.4;-10.5
1785;CELANESE;US;US;Chemicals;75.9;16.2;7537.5;51;1;412.3;28.3;5.5;1712;186;22.7;8529;11.4;15559.7;47.3
1786;RESIDEO TECHNOLOGIES;US;US;Electronic & Electrical Equipment;75.9;11.7;5161.6;15.3;1.5;55.6;-10;1.1;493.6;59.3;9.6;13300;-9.5;4104.2;181.9
1787;MLS;China;China;Household Goods & Home Construction;75.9;21.5;2509.7;6.3;3;122.4;-47.9;4.9;301.6;17.8;12;21348;12.2;2237.7;18.2
1788;GUANGDONG ELECTRIC POWER DEVELOPMENT;China;China;Electricity;75.9;87.7;5998.6;31.9;1.3;1487.5;28.6;24.8;-644.4;-196.5;-10.7;8741;;218.8;10.5
1789;PENTAIR;Ireland;EU;Industrial Engineering;75.8;13.5;3324;24.8;2.3;53.2;-3.2;1.6;568.9;39.6;17.1;11250;15.4;11299.7;70.9
1790;CHINA RESOURCES MICROELECTRONICS;China;China;Electronic & Electrical Equipment;75.8;17.5;1257.5;32.2;6;175.4;121;14;287;125.7;22.8;8989;14.1;;
1791;TOKYO OHKA KOGYO;Japan;Japan;Chemicals;75.8;2.7;1082.7;19.1;7;60.6;33.2;5.6;156.7;35.3;14.5;1816;3.8;2409.2;33.4
1792;ZHUHAI COSMX BATTERY;China;China;Electronic & Electrical Equipment;75.8;47.2;1376.9;48.2;5.5;515;124;37.4;176.7;-0.4;12.8;16283;11.8;;
1793;KOLON;South Korea;RoW;General Industrials;75.7;2.1;3468.9;17.4;2.2;140.2;-11.4;4;188;54.8;5.4;;;1746.5;171.9
1794;GERON;US;US;Pharmaceuticals & Biotechnology;75.7;66.5;1.2;450.6;6154.1;0.2;-48.4;14.9;-100.7;48.2;-8183.7;72;30.9;410.4;-27
1795;MARKS & SPENCER;UK;Row;General Retailers;75.7;54.1;12911;18.9;0.6;228.7;21.3;1.8;661.5;-2106.1;5.1;66210;-4.8;4169;62
1796;MEI PHARMA;US;US;Pharmaceuticals & Biotechnology;75.6;23.4;35.9;17;210.4;0.4;-32.3;1.2;-66.6;24.9;-185.5;102;34.2;278.6;9.4
1797;BEIJING ORIENTAL YUHONG WATERPROOF TECHNOLOGY;China;China;Construction & Materials;75.5;22.1;4262.7;43.3;1.8;624;195.5;14.6;777.5;22;18.2;11630;17.2;11281.1;23.3
1798;ZIBO QIXIANG TENGDA CHEMICAL;China;China;Chemicals;75.5;142.6;4770.4;41;1.6;801.3;167;16.8;428.6;108.2;9;3255;31.9;3781.6;78.4
1799;MABWELL (SHANGHAI) BIOSCIENCE;China;China;Pharmaceuticals & Biotechnology;75.5;3.7;2.1;256;3611.4;30.1;;1442.8;-107.5;18.1;-5145.8;687;;;
1800;ASIA VITAL COMPONENTS;Taiwan;RoW;Technology Hardware & Equipment;75.4;22.6;1509.3;19.3;5;50;-34.9;3.3;165;43.1;10.9;;;783;-1
1801;TOWER SEMICONDUCTOR;Israel;RoW;Technology Hardware & Equipment;75.4;9;1331.6;19.2;5.7;277.1;0;20.8;147;82.9;11;5887;6.8;2900.9;44.4
1802;GEBERIT;Switzerland;RoW;General Industrials;75.4;3.9;3347.6;15.9;2.3;163.9;13.2;4.9;872.2;16.9;26.1;11809;2.1;26555.5;42.4
1803;ASTRONICS;US;US;General Industrials;75.3;-1.7;392.8;-11.5;19.2;5.3;-19.1;1.4;-15;-82.1;-3.8;2100;-4.5;289.5;53.8
1804;RENISHAW;UK;Row;Electronic & Electrical Equipment;75.3;-0.2;670.8;10.8;11.2;12.9;-71.9;1.9;138.1;253.3;20.6;4437;-7.5;4130.3;34.8
1805;GENERATION BIO;US;US;Pharmaceuticals & Biotechnology;75.3;45.6;;;;5.3;8;;-105.2;46.8;;150;50;1253.3;-2.1
1806;SIEYUAN ELECTRIC;China;China;Electronic & Electrical Equipment;75.3;31.2;1183.1;17.5;6.4;74.8;70;6.3;201.1;24.3;17;6099;8.9;2672.1;27.8
1807;LA FRANCAISE DES JEUX;France;EU;Travel & Leisure;75.2;20.9;2255.7;17.5;3.3;75.5;-83.6;3.3;391.8;33.8;17.4;2732;4.6;8367.7;40.9
1808;IVERIC BIO;US;US;Pharmaceuticals & Biotechnology;75.1;35.5;;;;0.3;;;-101.3;29.3;;37;-35.1;970.7;173.6
1809;WEATHERFORD INTERNATIONAL;Ireland;EU;Oil Equipment, Services & Distribution;75;-12.4;3218.3;-1.1;2.3;75;-44.8;2.3;102.4;-110.1;3.2;17000;-1.2;975.7;
1810;CHANGJIANG & JINGGONG STEEL BUILDING (GROUP);China;China;Industrial Metals & Mining;75;26.1;2066.1;32;3.6;28;171.7;1.4;121.8;2.2;5.9;7115;4.1;1143.8;-18.2
1811;TECHNICOLOR;France;EU;Media;75;-11.8;2899;-3.6;2.6;45;36.4;1.6;-17;-93;-0.6;16676;25.5;703.2;1642.8
1812;POWER INTEGRATIONS;US;US;Electronic & Electrical Equipment;75;3.9;620.9;44;12.1;41.7;-33;6.7;154.6;148.4;24.9;773;6.6;5783.1;291.6
1813;OURPALM;China;China;Software & Computer Services;75;14.5;202.7;-17.8;37;4.7;-8.4;2.3;-180.4;11117.2;-89;1384;0.5;1291.5;-60
1814;CSG;China;China;General Industrials;74.8;27;1849.9;27.5;4;253.2;64.5;13.7;308.4;90.2;16.7;11910;12.8;526.3;78.3
1815;GENUS;UK;Row;Pharmaceuticals & Biotechnology;74.8;2.4;681.2;4.2;11;34;16.7;5;59.8;2;8.8;3096;4.3;2601.9;28.2
1816;KURA ONCOLOGY;US;US;Pharmaceuticals & Biotechnology;74.8;40.3;;;;1;-47.2;;-115.9;42.8;;121;36;1080.5;-12.6
1817;SPECTRUM PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;74.5;-5.9;;;;0.2;-96;;-126.1;-15.9;;164;-6.8;340.4;-37.2
1818;MEITU;China;China;Mobile Telecommunications;74.5;37.6;230.9;39.5;32.3;4.8;-90.1;2.1;-28.1;210.4;-12.2;2090;18.1;916.5;10.4
1819;JAPAN DISPLAY;Japan;Japan;Electronic & Electrical Equipment;74.4;20.8;2287.9;-13.4;3.3;55.4;1.8;2.4;-93.2;-76;-4.1;;;235.5;-32.1
1820;VTECH;China;China;Technology Hardware & Equipment;74.4;-2.4;2093;-0.1;3.6;31.7;-25.2;1.5;180.4;-23.3;8.6;25000;-3.8;2158.9;67.3
1821;ARDELYX;US;US;Pharmaceuticals & Biotechnology;74.4;41.2;8.9;33.4;834.5;1.6;476.2;18.5;-130.8;63.2;-1467.2;86;-33.3;128.4;-71.6
1822;CRINETICS PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;74.4;48;1;1418.3;7815.9;0.4;134.4;40.4;-95.1;43.7;-9990.9;143;53.8;802.5;72.4
1823;NABTESCO;Japan;Japan;Industrial Engineering;74.4;7.2;2317.7;7.3;3.2;59.8;-54.9;2.6;235;6.2;10.1;7844;1.6;4080.6;25.7
1824;JIANGXI ZHENGBANG TECHNOLOGY;China;China;Food Producers;74.2;2.3;6586.1;-3;1.1;899.8;-37.3;13.7;-2290;-328.8;-34.8;22088;-57.8;2733.3;-64.4
1825;CAMPBELL SOUP;US;US;Food Producers;74.2;-8.7;7483.7;-2.5;1;242.8;-8;3.2;1363.2;16.8;18.2;14100;-2.8;11165.8;-20.4
1826;CHINA XD ELECTRIC;China;China;Electronic & Electrical Equipment;74.1;-12.6;1895;-10.8;3.9;23.7;-41.3;1.3;92.6;65.1;4.9;12622;3.3;4028.2;17.4
1827;CASA SYSTEMS;US;US;Technology Hardware & Equipment;74.1;60.3;354.3;2.1;20.9;3.4;-24.6;1;16.1;-24.6;4.5;1004;1.1;531.6;59.2
1828;SERCOMM;Taiwan;RoW;Technology Hardware & Equipment;74.1;11.3;1399.8;21.6;5.3;28.2;-37.9;2;33.5;-10.7;2.4;;;521.2;-15.4
1829;NGM BIOPHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;74;9.4;68.8;-10.9;107.6;1.5;-10.4;2.2;-106.6;16.2;-155;225;7.1;1490.6;31.5
1830;BET365 GROUP;UK;Row;Travel & Leisure;74;7.1;3342.4;0.2;2.2;58.5;-33.8;1.8;338.7;46.6;10.1;5504;6.3;;
1831;ECOVACS ROBOTICS;China;China;Industrial Engineering;73.9;61.5;1769.5;82.3;4.2;52.2;179.2;2.9;327.7;180.7;18.5;7854;19.9;11388.2;1085.8
1832;EVELO BIOSCIENCES;US;US;Pharmaceuticals & Biotechnology;73.9;20.1;;;;1.3;15;;-101.9;25.6;;122;35.6;536.1;196.4
1833;ELAN MICROELECTRONICS;Taiwan;RoW;Technology Hardware & Equipment;73.8;24.6;584.4;21.4;12.6;4.9;2.4;0.8;181.3;33.7;31;;;1526.1;10.9
1834;INGENIC SEMICONDUCTOR;China;China;Electronic & Electrical Equipment;73.8;59;727.8;143.7;10.1;30.9;159.6;4.2;139.1;1564.6;19.1;938;9.5;6399.1;316.7
1835;ZHEJIANG XINAN CHEMICAL INDUSTRY;China;China;Chemicals;73.7;61.8;2556.6;50.1;2.9;117.6;14.8;4.6;469.7;320.8;18.4;5959;3.3;4521.1;384
1836;WAGO;Germany;EU;Electronic & Electrical Equipment;73.6;-2.5;946.1;-0.5;7.8;55;-58.7;5.8;139.5;30;14.7;7570;-4;;
1837;ALMIRALL;Spain;EU;Pharmaceuticals & Biotechnology;73.6;-6.7;827.2;2.4;8.9;18.8;58.2;2.3;19.6;-78.9;2.4;1786;-0.1;2585.2;60.7
1838;YAGEO;Taiwan;RoW;Electronic & Electrical Equipment;73.5;46.5;3397.1;57.4;2.2;301.8;25.4;8.9;928.1;66.4;27.3;;;7582.3;43.7
1839;ZHEJIANG YONGJIN METAL TECHNOLOGY;China;China;Industrial Metals & Mining;73.5;164.2;4305;53.3;1.7;242.2;175.9;5.6;130.1;54.8;3;2590;28.7;755.6;151.7
1840;DAIWA HOUSE INDUSTRY;Japan;Japan;Household Goods & Home Construction;73.5;-6.9;34320.8;7.6;0.2;3177.2;22.8;9.3;2776.2;6.9;8.1;48831;0;17285.1;18.1
1841;AVIENT;US;US;Chemicals;73.5;39.1;4254.6;48.6;1.7;90.6;61.1;2.1;365.9;72.1;8.6;8700;3.6;4198.7;103.8
1842;OSAKA GAS;Japan;Japan;Gas, Water & Multiutilities;73.4;0.6;12267.7;16.3;0.6;1340.9;2.3;10.9;609.9;-15.6;5;20961;0.1;6645.4;-0.5
1843;HANGZHOU SILAN MICROELECTRONICS;China;China;Electronic & Electrical Equipment;73.4;37.7;955.6;69.4;7.7;131.4;48;13.7;192.8;428.7;20.2;6880;11.7;9965.3;226.2
1844;AVROBIO;US;US;Pharmaceuticals & Biotechnology;73.4;-4.7;;;;2.2;109.1;;-104.9;-1.2;;122;0.8;256.5;-54
1845;NOLATO;Sweden;EU;Chemicals;73.4;33.6;1134.2;24.1;6.5;75.8;110.9;6.7;133.1;32.4;11.7;8669;29;2350.4;19.8
1846;ISRAEL;Israel;RoW;General Industrials;73.3;15.3;6140.7;37.9;1.2;539.5;-2.6;8.8;1052.4;527.4;17.1;14565;11.2;2127.7;143.6
1847;TRINET GROUP;US;US;Support Services;73.3;9.2;4008.5;12.5;1.8;35.3;11.1;0.9;401.7;23.6;10;2800;3.7;5354.2;32.8
1848;SEKISUI HOUSE;Japan;Japan;Household Goods & Home Construction;73.3;-1.9;20019.3;5.8;0.4;641.3;-5.2;3.2;1775.2;23.3;8.9;28821;1.6;11607.7;4.6
1849;IDEX;US;US;Industrial Engineering;73.2;72;2441.1;17.6;3;64.2;41;2.6;576.4;23.3;23.6;7536;6.5;15030.5;25.1
1850;CHEMOCENTRYX;US;US;Pharmaceuticals & Biotechnology;73;536.3;28.5;-50.3;256.5;16.8;23.4;59;-114.7;135.5;-403.2;178;33.8;975.8;-70
1851;DMG MORI AG;Germany;EU;Industrial Engineering;72.9;9.4;2052.9;12.1;3.6;42.6;2.1;2.1;130.9;64.4;6.4;6821;2.2;3314.3;4.1
1852;CARA THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;72.9;-22.9;20.3;-83;358.6;0;-88.8;0.2;-78.7;-1754.3;-386.8;84;5;697.9;8.8
1853;BIODEL;US;US;Pharmaceuticals & Biotechnology;72.9;7.5;35.8;388.4;203.4;0.4;496.2;1.1;-109;28.3;-304.3;130;44.4;519.4;41.1
1854;WUCHAN ZHONGDA GROUP;China;China;Personal Goods;72.8;54.7;77168.2;39.5;0.1;492.7;58.1;0.6;1114.7;15.6;1.4;21012;13.3;4265.8;46.1
1855;PARADOX INTERACTIVE;Sweden;EU;Software & Computer Services;72.7;21.2;141.4;-19.3;51.4;0.2;-63.5;0.1;27.6;-57.1;19.5;721;8.9;1650.6;-30.9
1856;INTERNATIONAL GAMES SYSTEM;Taiwan;RoW;Travel & Leisure;72.7;35.8;359.9;33.9;20.2;0.5;-36.5;0.1;185.7;35;51.6;;;1491.6;-24.5
1857;PROS;US;US;Software & Computer Services;72.6;6.4;222;-0.4;32.7;2.5;-90.2;1.1;-63.5;8.9;-28.6;1545;10.1;1694.3;13.5
1858;SHANDONG BOHUI PAPER INDUSTRIAL;China;China;Forestry & Paper;72.6;112;2235.5;16.1;3.2;42.7;-8.5;1.9;347.5;51.2;15.5;5736;23.9;1995.5;-22.6
1859;DBAPPSECURITY;China;China;Software & Computer Services;72.6;72.4;248.6;38.1;29.2;39.2;121.5;15.8;-12.7;-174.1;-5.1;3611;32.8;;
1860;SHANGHAI SHYNDEC;China;China;Pharmaceuticals & Biotechnology;72.5;25.7;1888.6;11;3.8;72.3;38;3.8;150.9;-12.1;8;11937;-7.8;1325.1;-9.8
1861;CHR HANSEN;Denmark;EU;Pharmaceuticals & Biotechnology;72.5;23.3;1207.9;1.6;6;135.7;38;11.2;286;-14.4;23.7;3946;9.6;10312.3;-18.8
1862;O-I GLASS;US;US;General Industrials;72.4;9.3;5612.7;4.4;1.3;351.4;28;6.3;576.5;40.7;10.3;24000;-4;2101.1;39.4
1863;MYRIAD GENETICS;US;US;Pharmaceuticals & Biotechnology;72.3;128.8;609.7;130.4;11.9;15.9;;2.6;-123.8;59.7;-20.3;2400;-11.1;2465.8;179.6
1864;SHANDONG WEIGAO GROUP MEDICAL POLYMER;China;China;Health Care Equipment & Services;72.3;10.8;1822.8;13.2;4;83.6;-0.6;4.6;429.8;19.9;23.6;11123;6.6;6554.1;-29.3
1865;AKERO THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;72.2;25.9;;;;;;;-89.1;25.9;;34;54.5;730.7;-26.8
1866;ADVERUM BIOTECHNOLOGIES;US;US;Pharmaceuticals & Biotechnology;72.1;11.4;6.6;;1089.1;13.4;27.7;201.6;-129;23.9;-1948.3;188;12.6;210.5;-75.8
1867;REWE-ZENTRALFINANZ;Germany;EU;Banks;72.1;16.7;68229.3;23.2;0.1;3781.4;24.2;5.5;1219.9;34.2;1.8;249025;5.9;;
1868;LEGALZOOM.COM;US;US;Software & Computer Services;72.1;109;507.8;22.2;14.2;64.7;535.9;12.7;-75.1;-275.8;-14.8;1218;;5951;
1869;CHENG UEI PRECISION INDUSTRY;Taiwan;RoW;Electronic & Electrical Equipment;72.1;-5.3;2767.7;-3.1;2.6;103.8;33.9;3.7;74.3;-2.1;2.7;;;625.7;-8.7
1870;HTC;Taiwan;RoW;Technology Hardware & Equipment;71.9;-37.1;167.5;-9.5;43;3.2;-57.7;1.9;-102.1;-40;-60.9;;;928.7;18.2
1871;SALZGITTER;Germany;EU;Industrial Metals & Mining;71.9;-12.1;9767.4;37.7;0.7;343.4;-8.3;3.5;561.3;-294.7;5.7;24255;-0.7;1955.6;141.5
1872;VATTENFALL;Sweden;EU;Electricity;71.9;10;17595.7;13.4;0.4;2377.3;13.3;13.5;5887.8;294.5;33.5;18883;-4.9;;
1873;NUFARM;Australia;RoW;Chemicals;71.9;16.3;2060.1;1102.9;3.5;31.3;1586;1.5;100.6;-278.6;4.9;2678;0.4;1087.9;11
1874;CRANE;US;US;Industrial Engineering;71.9;9.1;2807.7;8.3;2.6;45.6;51.6;1.6;428.6;64.4;15.3;11000;0;5268.4;81.9
1875;JAMF;US;US;Software & Computer Services;71.7;58.2;323.5;36.1;22.2;8.6;123.3;2.7;-51.9;343.5;-16;2212;47.9;3682.4;-7.2
1876;ANHUI ZHONGDING SEALING PARTS;China;China;Automobiles & Parts;71.7;15.6;1683.9;8.4;4.3;111.7;8.4;6.6;138.9;24.9;8.2;20621;4.4;3008.8;62.2
1877;SANY HEAVY ENERGY;China;China;Electronic & Electrical Equipment;71.7;16.5;1381.6;9.2;5.2;263.4;-27;19.1;186.1;-9.1;13.5;3492;-0.4;;
1878;SHANGHAI PUTAILAI NEW ENERGY;China;China;Electronic & Electrical Equipment;71.6;105.8;1234.8;70.5;5.8;370.3;256.4;30;293.6;95.3;23.8;8190;65.7;14681.9;452.7
1879;CONNECT BIOPHARMA;China;China;Pharmaceuticals & Biotechnology;71.6;258.8;2.6;171.8;2718.6;3.5;66.8;131.3;-86.1;224.3;-3271.6;108;;1191.6;
1880;INNER MONGOLIA ERDOS RESOURCES;China;China;Personal Goods;71.5;4.6;4885.7;57.4;1.5;98.6;121.9;2;1226.9;173.6;25.1;21055;-0.8;253.3;105.9
1881;WAVE LIFE SCIENCES;Singapore;RoW;Pharmaceuticals & Biotechnology;71.4;-27;36.2;104;197.5;0.5;-58.1;1.4;-112.1;-17.2;-310.1;238;8.2;283.7;-29.6
1882;BRAINLAB;Germany;EU;Health Care Equipment & Services;71.4;21.4;358.5;5.2;19.9;9.6;45.8;2.7;37.8;-58.3;10.5;1919;18.9;;
1883;ZEPP HEALTH;China;China;Personal Goods;71.4;-4.3;866.3;-2.8;8.2;6.4;-44.9;0.7;13;-46.1;1.5;1227;-18.6;323.3;152.3
1884;ROCKCHIP ELECTRONICS;China;China;Electronic & Electrical Equipment;71.3;47.6;374.3;45.5;19.1;28.4;6.7;7.6;64.2;45.1;17.1;865;14;3614;697.4
1885;GESTAMP AUTOMOCION;Spain;EU;Automobiles & Parts;71.3;21.2;8092.8;8.5;0.9;516;6.8;6.4;414.1;610.9;5.1;39908;-2.2;2265.2;75.6
1886;ADVANCED MICRO-FABRICATION;China;China;Electronic & Electrical Equipment;71.3;29.4;428.1;36;16.6;68.8;97.2;16.1;86.5;172.5;20.2;1048;17.2;;
1887;YONGHUI SUPERSTORES;China;China;General Retailers;71.3;;11745.5;-2.4;0.6;278.6;-3.7;2.4;-413.8;-287.6;-3.5;123797;2.5;4999.8;-57.1
1888;OJI;Japan;Japan;Forestry & Paper;71.2;-5.1;11365.4;8.2;0.6;762.7;4.2;6.7;905.7;38.2;8;;;4516.9;20.3
1889;QUALYS;US;US;Support Services;71.2;9.6;363;13.3;19.6;21.6;-18.7;5.9;77.4;-9.3;21.3;1823;21.7;4036.2;9.7
1890;FIVERR INTERNATIONAL;Israel;RoW;Support Services;71.1;74;262.8;57.1;27.1;1.5;-19.6;0.6;-40;283.9;-15.2;787;44.4;5680.9;65.5
1891;RPM;US;US;Chemicals;71.1;3.7;5922.4;9.8;1.2;196.4;41.5;3.3;569.3;-13;9.6;16751;8.1;9428.7;-3.1
1892;SHANDONG SUN PAPER;China;China;Forestry & Paper;70.9;-0.1;4341.4;46.8;1.6;1004.7;14.9;23.1;549;34.1;12.6;13300;18.7;4454;-10.4
1893;FARASIS ENERGY;China;China;Electronic & Electrical Equipment;70.9;45.7;338.5;170.2;20.9;323.1;9.1;95.4;-158.7;254.9;-46.9;4765;29.8;;
1894;YIFAN PHARMACEUTICAL;China;China;Pharmaceuticals & Biotechnology;70.9;-13.3;601.7;-18.5;11.8;79.2;-20.1;13.2;43.5;-73;7.2;4285;3.9;1829.8;-46.6
1895;WENS FOODSTUFF GROUP;China;China;Food Producers;70.8;-13;8976.8;-13.4;0.8;1835;-55.9;20.4;-1879.5;-294;-20.9;43965;-16.7;8681.1;-47.6
1896;ATHENEX;US;US;Pharmaceuticals & Biotechnology;70.8;5.7;106.1;-16.8;66.7;7.4;-2.6;7;-162.8;54;-153.4;666;10.1;352.3;-57.5
1897;GAN&LEE;China;China;Pharmaceuticals & Biotechnology;70.7;7.9;497;7.3;14.2;95.9;18.9;19.3;202.3;2.1;40.7;3278;11.7;3214.4;210.1
1898;ENVESTNET;US;US;Support Services;70.6;10.9;1047.6;18.9;6.7;21;96.3;2;62.1;262;5.9;4375;2.9;3844.4;-2.4
1899;LIZHONG SITONG;China;China;Industrial Metals & Mining;70.6;64.5;2467.7;37.9;2.9;116.4;73.9;4.7;114.3;9.8;4.6;9142;5.1;637.2;39.8
1900;CRICUT;US;US;General Retailers;70.5;105;1153.3;36.2;6.1;31.6;63.8;2.7;169.9;-4;14.7;830;29.7;602.6;
1901;SHUTTERSTOCK;US;US;Media;70.5;12.2;682.9;16;10.3;52.8;133.2;7.7;95.4;26.8;14;1148;18.7;3727;135
1902;E2OPEN PARENT;US;US;Software & Computer Services;70.4;24.1;375.7;29;18.7;28.1;105.5;7.5;-47.4;305.6;-12.6;3682;;2057.1;447.4
1903;MELEXIS;Belgium;EU;Technology Hardware & Equipment;70.4;1.8;643.8;26.9;10.9;;;;148.4;96.5;23.1;1482;2.3;4048.1;49.2
1904;GRACO;US;US;Industrial Engineering;70.3;10.3;1754.9;20.5;4;117.9;87.2;6.7;469.1;35.6;26.7;3800;2.7;11752.7;37.6
1905;ADDSINO;China;China;Electronic & Electrical Equipment;70.3;-0.3;567.5;-6.6;12.4;27.4;207.7;4.8;74.5;-39.9;13.1;2917;12.7;3184.5;-6
1906;PHARMA MAR;Spain;EU;Pharmaceuticals & Biotechnology;70.3;39.6;229.8;-14.9;30.6;7.3;214;3.2;92.4;-40.9;40.2;477;7.7;1339.5;-15.4
1907;JFROG;Israel;RoW;Software & Computer Services;70.3;93.6;182.5;37;38.5;3.7;20;2;-60.4;381.7;-33.1;1000;42.9;3254.4;
1908;HEIWA;Japan;Japan;Industrial Engineering;70.3;-8.6;939.7;12.8;7.5;54.2;-4.6;5.8;79.1;546.2;8.4;5484;0.9;1548.6;12.2
1909;NINGBO CONSTRUCTION;China;China;Construction & Materials;70.3;46;2926.3;7.4;2.4;22.8;-25.8;0.8;83.5;-4.9;2.9;5618;1.3;510;-22.4
1910;LING YUN INDUSTRIAL;China;China;Automobiles & Parts;70.2;5.9;2086.1;15.7;3.4;63;-34.4;3;119.1;39.3;5.7;9850;1.8;969.3;-12.4
1911;DEUTZ;Germany;EU;Industrial Engineering;70.1;-13.9;1617.3;24.8;4.3;61.7;-18.7;3.8;26.1;-125.8;1.6;4751;3.6;939.7;70.8
1912;INTEGRAL AD SCIENCE;US;US;Software & Computer Services;70.1;62;285.6;34.4;24.5;0.8;49.7;0.3;-23.3;90.3;-8.2;760;16.7;3007.3;
1913;SK;South Korea;RoW;Chemicals;70.1;25.8;73161.6;21.7;0.1;7048.1;-2.9;9.6;3672.4;-6518.6;5;;;13795.2;23.1
1914;CDK;US;US;Software & Computer Services;70;8.8;1477.3;2.1;4.7;18.2;-12.3;1.2;386.1;-12.5;26.1;6500;-27.8;5002.8;8.3
1915;MITAC HOLDINGS;Taiwan;RoW;Technology Hardware & Equipment;70;-7.8;1345.1;2.5;5.2;32.1;28.9;2.4;12;9.7;0.9;;;1073.4;-3.5
1916;HUBEI JUMPCAN PHARMACEUTICAL;China;China;Industrial Engineering;69.9;116.6;1039;23.9;6.7;34.4;-42.2;3.3;234.2;20.6;22.5;6632;-4.2;2043.6;-25.2
1917;AVAST;UK;Row;Software & Computer Services;69.9;-7.4;830.9;5.4;8.4;7.9;-27.4;1;339.6;-2.9;40.9;1853;9.8;;
1918;GUIZHOU SPACE APPLIANCE;China;China;Electronic & Electrical Equipment;69.8;17.9;679.5;17.8;10.3;80;291.2;11.8;87.1;8.7;12.8;4906;2.6;4022.6;39.4
1919;FOGHORN THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;69.8;37.9;1.2;206.7;5989.8;2.9;-79.5;251.2;-88.9;47;-7637.2;119;25.3;423.3;
1920;EOS HOLDING;Germany;EU;Industrial Engineering;69.7;-0.5;275.6;-23.8;25.3;13.7;-33.9;5;-57.4;3386.2;-20.8;1337;0.8;;
1921;ZIFF DAVIS;US;US;Mobile Telecommunications;69.6;22.7;1250.9;22.3;5.6;100.4;22.9;8;147.7;21;11.8;4900;4.3;5860.6;99.2
1922;CRODA INTERNATIONAL;UK;Row;Chemicals;69.6;53.7;2241.3;35.9;3.1;181.5;33;8.1;522;50.7;23.3;6135;7.9;15138.7;67.8
1923;SEIKAGAKU;Japan;Japan;Pharmaceuticals & Biotechnology;69.6;24.9;269.4;26;25.8;14.2;-2.7;5.3;34.4;190.1;12.8;;;487.5;2.3
1924;HUA HONG SEMICONDUCTOR;China;China;Technology Hardware & Equipment;69.6;1.1;1439.8;69.6;4.8;829;-13.6;57.6;234.2;-3030.1;16.3;6084;7.1;6743.1;64.2
1925;WUXI BIOLOGICS;China;China;Pharmaceuticals & Biotechnology;69.5;65.1;1426.2;83.3;4.9;902;8;63.2;480.3;96.6;33.7;9864;48.4;57797;86.7
1926;HANG ZHOU IRON & STEEL;China;China;Industrial Metals & Mining;69.4;32.1;6805.2;52.4;1;153.9;27.8;2.3;240.6;70.5;3.5;3584;-2.9;3061.2;-12.8
1927;CHUBU ELECTRIC POWER;Japan;Japan;Electricity;69.4;2.4;20912.8;-7.8;0.3;1794.7;9.5;8.6;;;;;;7787.8;1.5
1928;EVERTZ TECHNOLOGIES;Canada;RoW;Leisure Goods;69.4;41.6;302.7;28.6;22.9;3.8;-42.8;1.2;65;30.1;21.5;;;691.1;10.8
1929;FOCUSED PHOTONICS (HANGZHOU);China;China;Electronic & Electrical Equipment;69.4;14.6;497.9;-9.2;13.9;23.4;-73.1;4.7;-25;-157.3;-5;6643;9.7;1180.3;18.5
1930;VAXCYTE;US;US;Pharmaceuticals & Biotechnology;69.2;6.6;;;;5.8;467.5;;-91.5;15.7;;89;53.4;1208.7;-40.6
